,fullName,seasonOutlook,position,player_id,team,injury_status,adp,pos_adp,total_proj
144,Bucky Irving,"Irving was taken with with the 125th pick in the draft by the Buccaneers and will look to complement Rachaad White in the Tampa backfield. Irving is quick and gets up to speed in a hurry, but doesn't possess breakaway speed. He also doesn't appear to be anything more than a check-down option in the passing game. White is still the starter for the Buccaneers and Irving will simply be hoping to battle with Chase Edmonds in order to become the team's RB2. Irving is no more than a late-round insurance flier.",RB,11584,TB,,195.0,49.0,85.88
145,Rico Dowdle,"Dowdle saw limited offensive snaps during his first three NFL seasons after joining Dallas as an undrafted free agent, but Year 4 was his relative breakout, with 505 yards from scrimmage. The main backup to now-departed Tony Pollard rushed for more than 50 yards in only one game, though he saw regular action on special teams. The Cowboys brought back franchise icon Ezekiel Elliott after a year away and he figures to handle most of the touches, at least early on, diluting Dowdle's potential value. There is opportunity for a Dallas RB, but it is hard to see Dowdle as anything more than an RB5.",RB,7021,DAL,,146.0,40.0,99.76000000000003
146,Adonai Mitchell,"The Colts selected this big and rangy receiver in the second round of April's draft. The intent to deploy Mitchell on the outside as a field-stretcher appears clear given a collegiate career average of 15.1 yards per catch across three seasons split between Georgia and Texas. Capable versus both man and press coverage, it further helps Mitchell's case for starting snaps at the X that he placed in the 94th percentile among positional prospects in the 40-yard dash over the past 25 years, all while measuring at just above 6-foot-2. Target volume could hold him back from being a part of starting fantasy lineups early on, but the upside is clear for a player ideally matched for Anthony Richardson's rocket right arm.",WR,11625,IND,,140.0,61.0,142.00000000000003
147,Michael Wilson,"Selected by the Cardinals in the third round of last April's NFL draft, Wilson flashed during his rookie campaign despite missing four weeks with a shoulder injury and while dealing with chaotic QB play. An excellent route-runner with impressive timing and awareness, the Stanford product demonstrated ace concentration and efficiency, recording a top-15 true catch rate (95%) and a +15.3 production premium (WR5). His rapport with Kyler Murray also appeared to improve over the final weeks of the season, as Wilson closed out his season by catching all six targets for a season-high 95 yards in Week 18. Marvin Harrison Jr. and Trey McBride are Murray's top targets, but Wilson figures to battle Zay Jones to be third in line and could serve as a fine late-round flier.",WR,10232,ARI,,159.0,67.0,133.51999999999998
148,Xavier Legette,"The Panthers selected Legette with the 32nd pick in the 2024 NFL draft, giving young quarterback Bryce Young another receiver to target in a retooled Carolina offense under coach Dave Canales. Veterans Adam Thielen and Diontae Johnson should still dominate targets for the Panthers, which will make it tough for the rookie to emerge this season, particularly in the early going. But Legette does have incredibly strong hands and a nice combination of both speed and power, which is why Carolina spent such a valuable pick on him. Given Young's inconsistency and the state of the team's offense last season, it's hard to see Legette breaking out as long as Thielen and Johnson are the preferred targets in front of him on the depth chart. He's a clear dynasty target and a player to keep an eye on during training camp for redraft leagues to see how his role is shaping up.",WR,11626,CAR,,253.0,103.0,142.76
149,Romeo Doubs,"Doubs is back for his third season with the Packers. There were low expectations for Doubs entering the 2023 season, but he continually showed a connection with Jordan Love and a knack for getting into the painted area. Doubs had five games with at least 16 fantasy points and the fourth-most end zone targets among WRs. The biggest roadblock is the oft-injured Christian Watson, who relegates Doubs to the No. 3 WR when healthy. As the fourth-best option in this Packers offense, Doubs checks in as bench material in fantasy.",WR,8121,GB,,109.0,43.0,169.33999999999997
150,Dontayvion Wicks,"Wicks is back for his second season as the WR4 in Green Bay. Playing behind Christian Watson, Jayden Reed and Romeo Doubs last season, the former fifth-round pick showed flashes late, finishing top 20 at the position in Week 15 and top five in Week 18. Other than those two weeks, however, Wicks was largely outside the top 40. He's talented, but clearly the fifth option (at best) in this offense. Wicks is a dynasty stash who doesn't need to be drafted in standard ESPN leagues.",WR,9486,GB,,174.0,72.0,158.23
151,Brandin Cooks,"Cooks averaged 10.8 fantasy points during his first season with the Cowboys, making him barely a top-50 fantasy WR, with the highlight being a surprising eight touchdown receptions. The overall production, however, was below expectations. The 30-year-old Cooks boasts six seasons with more than 1,000 receiving yards for four other franchises, but he has been held to less than 700 yards in consecutive seasons, a troubling trend. The Cowboys throw a lot -- no team had more completions in 2023 -- but Cooks is no longer more than a reliable WR4 fantasy option, especially when his touchdown rate from last season regresses.",WR,2197,DAL,,142.0,62.0,155.59
152,Khalil Herbert,"Last season, Herbert was part of a three-headed committee in Chicago, sharing time with D'Onta Foreman and Roschon Johnson. This season, Herbert will retain his committee role behind new teammate D'Andre Swift. Herbert missed five games in 2023 with a high-ankle sprain, but flashed at times when getting volume. In three games with at least 20 touches, Herbert finished as a top-12 running back in each one. Even with that production, the Bears didn't see him as a lead back, signing Swift to a three-year deal this offseason. Herbert is not worthy of draft consideration in leagues of 10-to-12 teams.",RB,7608,CHI,,184.0,46.0,88.25
153,Jaylen Wright,"Wright landed in one of the league's most productive running games in Miami. Fantasy managers saw how lethal De'Von Achane was last season when given opportunities for the Dolphins. Wright averaged 7.4 rushing yards per carry last season at the University of Tennessee and ran the 40-yard dash in 4.38 seconds. He's also a very capable receiver out of the backfield. Considering the age and injury history of Raheem Mostert, you should not hesitate to add Wright to your roster in the double-digit rounds. He has the potential to be a league winner if Mostert and/or Achane miss time.",RB,11643,MIA,,217.0,58.0,62.629999999999995
154,Tyrone Tracy,"The Giants chose Tracy in the fifth round of April's draft. He shined in his one season as a running back at Purdue after several seasons as a wide receiver in Iowa's troubling offense. Of course, the Giants signed former competent Texans/Bills veteran Devin Singletary in March, and he figures to handle the bulk of the work, but Singletary has never caught more than 40 passes or tallied 300 receiving yards in a season. Tracy may become the third-down back, but this still isn't a strong offense, so don't expect more than RB5 production.",RB,11655,NYG,,225.0,60.0,61.830000000000005
155,Ray Davis,"Davis was selected 128th overall by the Bills in April's draft. He rushed for more than 1,100 yards last season at the University of Kentucky after rushing for more than 1,000 yards at Vanderbilt the previous season. Davis is also a solid pass-catcher. The Buffalo backfield belongs to James Cook, so Davis will be competing for touches with Ty Johnson. Davis isn't someone to target in redraft leagues.",RB,11575,BUF,,185.0,47.0,85.19000000000001
156,MarShawn Lloyd,"Lloyd joins the Packers after being drafted in the third round of the 2024 NFL draft. Lloyd is a big-play threat from USC, who averaged 7.1 yards per carry for the Trojans last season. The Packers let Aaron Jones walk this offseason and AJ Dillon's season-ending injury means Lloyd could be the backup of the future behind Josh Jacobs. As it stands, Lloyd is an explosive and talented rookie, so he's worth a speculative late pick as insurance for Jacobs.",RB,11581,GB,,254.0,71.0,82.60000000000001
157,Miles Sanders,"Sanders had a disappointing season in several ways, including being beaten out by Chuba Hubbard for the role of lead back, as well as scoring just one touchdown for a shaky offense led by a rookie quarterback with little protection. A new coaching regime could help Sanders, as maybe he'll be looked upon more favorably, but the fact the Panthers also drafted Jonathon Brooks with the 46th pick could spell disaster for Sanders. This smells like it could end in a crowded committee situation (at best), as Sanders will not only have to compete with Hubbard for the starting job and reps, but with Brooks as well. Sanders will need a big training camp if he's going to be anything more than an injury insurance policy this season.",RB,6151,CAR,,267.0,78.0,33.04
158,Demarcus Robinson,"After a one-year stint in Baltimore, Robinson arrived in Los Angeles, eventually working his way up the depth chart and emerging as the Rams' No. 3 WR. Despite drawing just a single target prior to the team's Week 10 bye, Robinson finished strong. Demonstrating his vertical ability, the 29-year-old posted double-digit fantasy points, finding the end zone or clearing 80 receiving yards from Weeks 11 through 17. Signed to a one-year deal worth $5 million, Robinson could find himself back on the fantasy radar if Puka Nacua or Cooper Kupp were to miss time in 2024. His big-play prowess could additionally provide late-round value to best-ball enthusiasts.",WR,3286,LAR,,135.0,58.0,98.16
159,Jalin Hyatt,"Hyatt played in all 17 games as a rookie, but the third-round pick from Tennessee did little damage on his 40 targets, scoring nary a touchdown. He did, however, average 16.2 yards when he managed to catch the football, which would have been a top-10 mark in the league with more volume, and three catches went for more than 40 yards. The Giants covet explosive playmakers and utilized their top draft pick on Malik Nabers, a future star. Hyatt has the skills to shine, but fantasy managers should not expect top-50 fantasy wide receiver numbers.",WR,9497,NYG,,252.0,102.0,75.91
160,Tua Tagovailoa,"Tagovailoa enters his fifth season with the Dolphins after leading the league in passing yards (4,624) and boasting a completion percentage of 69.3%. Despite these impressive statistics, he has yet to achieve fantasy superstardom. After two strong performances in the first three games of 2023, he struggled to maintain consistency throughout the rest of the season, with only two games exceeding 20 fantasy points and seven below 15. The emergence of Raheem Mostert, De'Von Achane and the Dolphins' running game likely contributed to this inconsistency. Having Tyreek Hill and Jaylen Waddle to throw to boosts Tagovailoa's value, but his inability to produce with his legs caps his ceiling. With essentially the same supporting cast in 2024, he's better suited as a QB2 than a QB1.",QB,6768,MIA,,77.0,10.0,325.67
161,Jared Goff,"Jared Goff returns as the Lions' starter after his best season in the Motor City. In 2023, he was second in passing yards, attempts and completions, and fourth in passing TDs. In fact, Goff is the only QB to have at least 4,400 passing yards and 29 passing TDs in each of the past two seasons. However, he offers virtually zero in the rushing department (94 total rushing yards over that same two-season span). As a result, Goff finished 10 weeks as QB12 or lower in fantasy points despite his passing prowess and Detroit's high-octane offense. Goff is best viewed as a mid-range QB2 in Detroit's run-first scheme.",QB,3163,DET,,72.0,8.0,330.01
162,Taysom Hill,"Hill is back in New Orleans for his age-34 season. The jack-of-all-trades player has been tight end eligible in fantasy each of the last two seasons and has finished top 12 at the position in points both years. Last season, Hill was used less as a passer and rusher, but offset that with career-high marks in targets, receptions and receiving yards. Hill mixed in his usual share of duds, but he was more consistent down the stretch, delivering seven top-12 fantasy outings in his last 11 outings. We should expect a similar role in 2024, but his limited playing time and age suggest he's best-valued as a mid-range TE2.",TE,4381,NO,,158.0,23.0,123.05
163,Chigoziem Okonkwo,"After being a popular late-round sleeper in drafts last summer, is Okonkwo's anticipated breakout still on the way? Even though he was second on Tennessee in targets in 2023, Okonkwo wasn't able to approach the splash-play-fueled success of his rookie campaign. As his third season approaches, the competition for attention only increased in the offseason with the team netting Tony Pollard, Calvin Ridley and Tyler Boyd in free agency. It seems that in order for Okonkwo to rise from the TE2 tier, the seam-busting upside of 2022 would have to resurface along with an uptick in usage. It won't cost managers much in drafts to find out if Okonkwo is a post-hype sleeper, or merely another depth tight end.",TE,8210,TEN,,176.0,27.0,100.86
164,Hunter Henry,"Hunter Henry enters his fourth season with the Patriots. Last season, he caught 42 of 61 targets and averaged 8.5 fantasy points per game. Henry's fantasy numbers were largely inflated by his six touchdowns. Although Mike Gesicki is no longer on the team, New England brought in Austin Hooper. Henry figures to settle in third or fourth on the team in targets in an offense that figures to deal with some growing pains with rookie QB Drake Maye under center. Henry is best viewed as a low-end TE2.",TE,3214,NE,,141.0,19.0,84.41999999999999
165,Cole Kmet,"Kmet is back for his fifth season with the Chicago Bears after having the best season of his career, finishing as a top-10 tight end for the second consecutive season. He has done so by dominating in the painted area, as he has 13 touchdowns the past two seasons, third most at the position over the past two seasons. On top of that, Kmet has never missed an NFL game. Unfortunately, he's sharing targets with DJ Moore, Keenan Allen and Rome Odunze, plus newcomer Gerald Everett, and there's no telling what rookie QB Caleb Williams will look like year one. Kmet is best valued as a midrange TE2.",TE,6826,CHI,,126.0,15.0,135.87
166,Cleveland Browns,"The Browns finished as the No. 3 D/ST last season (9.8 PPG), while rankings top 10 in sacks and interceptions. This is an aggressive scheme under coordinator Jim Schwartz, one that held opposing offenses to only 4.5 yards per play, lowest in the league. Led by elite pass rusher Myles Garrett, with playmakers Jeremiah Owusu-Koramoah and Denzel Ward on the backend, the Browns should again be an elite fantasy defense in 2024.",DEF,CLE,CLE,,999.0,999.0,126.18
167,Dallas Cowboys,"The Cowboys D/ST finished tied for first in fantasy points in 2023 (with the Ravens), extending a strong three-year run coinciding with the drafting of dominant edge Micah Parsons, now a three-time Pro Bowler. Dallas led the league in fantasy points in 2021, and was fourth in 2022. Parsons may be the most noticeable talent on defense, but he is hardly alone, with DeMarcus Lawrence, Eric Kendricks, Stephon Gilmore and DaRon Bland, among others. The Cowboys forced 26 turnovers last season and scored seven touchdowns, with Bland responsible for five of them. That rate figures to regress, but the Cowboys should deliver another strong fantasy campaign, perhaps the best in the league again.",DEF,DAL,DAL,,999.0,999.0,136.77
168,New York Jets,"The Jets D/ST finished as the No. 4 D/ST last season, averaging 9.4 points per game. New York's defense was great despite its offensive woes. The team allowed 292.3 total yards per game, the third fewest in the league, and also gave up only 20.9 points per game, which ranked 12th. The Jets will return most of their key defensive players in 2024, including Quincy Williams, C.J. Mosley and Sauce Gardner. Meanwhile, the Jets' offense should be better with Aaron Rodgers back under center, which will keep the defense a bit fresher. This Jets defense should be targeted as one of the top fantasy units.",DEF,NYJ,NYJ,,999.0,999.0,136.35000000000002
169,Baltimore Ravens,"The Ravens are going through a transition after the departure of coordinator Mike Macdonald, but new defensive play caller Zach Orr takes over a unit that averaged 10.1 fantasy PPG last season (tied for the most with Dallas), while leading the league in sacks and points allowed per game (16.4). Using a mix of coverage and disguised pressure, the Ravens have talent at all three levels of the field, with defensive tackle Justin Madabuike, linebacker Roquan Smith and safety Kyle Hamilton leading the way. The coordinator change could lead to some bumps early in the season, but the Ravens have the players to produce as a top-five fantasy defense once again.",DEF,BAL,BAL,,999.0,999.0,136.03000000000003
170,San Francisco 49ers,"While not as staunch as in previous years, the 49ers D/ST remained a formidable unit in 2023, tallying 48 sacks, 22 INTs and allowing the fourth-fewest completions of 40+ yards (five). San Francisco's defensive line experienced a good amount of turnover this offseason, losing Arik Armstead, Chase Young and Javon Kinlaw, while adding Leonard Floyd, Yetur Gross-Matos and Maliek Collins. The team also addressed the secondary via the draft, adding DBs in the second and fourth rounds. As such, San Francisco figures to remain a top-five D/ST, flirting with double-digit fantasy points on a weekly basis.",DEF,SF,SF,,999.0,999.0,138.43
171,Pittsburgh Steelers,"Pittsburgh checked in as the No. 11 D/ST last season, and it finished just outside of the top 10 in sacks and interceptions. The Steelers feature one of the best edge rushing combos in the NFL with T.J. Watt (league-best 19 sacks) and Alex Highsmith, and the addition of linebacker Patrick Queen elevates the second level of the defense. With Minkah Fitzpatrick anchoring the secondary, and a pressure-oriented scheme that can heat up the pocket, the Steelers project as a top-10 fantasy defense in 2024.",DEF,PIT,PIT,,999.0,999.0,122.64
172,Miami Dolphins,"The Dolphins D/ST finished 2023 as the No. 7 unit, averaging 8.2 PPG. Last season, Miami ranked third in sacks and 11th in total yards allowed, but new defensive coordinator Anthony Weaver has some holes to fill since Christian Wilkins, Raekwon Davis, Jerome Baker and others are gone. To fill the void, the Dolphins added Jordan Poyer, Shaq Barrett and others in the offseason. Following the purge of so many players, Miami gave Weaver a blank canvas. Even so, the Dolphins can still be considered a top-10 fantasy defense.",DEF,MIA,MIA,,999.0,999.0,121.21
173,New Orleans Saints,"The Saints D/ST finished as the ninth best in fantasy last season on the strength of 29 takeaways (fourth most in the NFL) and three touchdowns. The mountains were high (six weeks with at least 12 fantasy points) and the valleys were low (seven weeks with four or fewer points), and as we enter the 2024 season, many of their top players are getting long in the tooth, which is cause for concern. But if they can stay healthy and improve the pass rush (34 sacks ranked tied for 28th), this unit may have another top-10 run in the tank.",DEF,NO,NO,,999.0,999.0,111.85000000000001
174,Jacksonville Jaguars,"Save for the emergence of the recently extended Josh Allen, a series of high-end draft investments along the front seven the past few seasons has failed to pay significant dividends for Jacksonville. New defensive coordinator Ryan Nielsen tended to favor man coverage looks while running the Falcons' defense, an ask that could put pressure on a Jacksonville secondary that struggled last season. Allen, along with a gifted tandem of linebackers, will be tasked with carrying out Nielsen's attacking scheme. Despite finishing 12th in pressure rate last season, this defense ranked 25th in sacks in 2023. If this ratio improves, this group could help fantasy managers in the later rounds of 2024 drafts.",DEF,JAX,JAX,,999.0,999.0,112.38000000000002
175,Cincinnati Bengals,"The Bengals produced just 5.4 fantasy points per game last season (24th at D/ST), while surrendering a league high in both yards per play (6.1) and yards per pass attempt (8.2). The club added defensive tackle Sheldon Rankins in free agency, as well as safety Geno Stone, after he logged seven interceptions in Baltimore last season. That's a boost for proven defensive coordinator Lou Anarumo. However, the Bengals will need to limit opposing offenses at a much higher rate this season to be considered a borderline top-10 fantasy defense.",DEF,CIN,CIN,,999.0,999.0,118.08000000000001
176,Kansas City Chiefs,"The No. 6 defense in terms of fantasy scoring in 2023, in large part due to their 57 sacks (second in NFL), the Chiefs were thankfully able to retain every key part from their defensive line. DT Chris Jones and DE Mike Danna, who totaled 17 of those sacks, were re-signed, as were DTs Derrick Nnadi and Tershawn Wharton as well as Drue Tranquill, who led their linebacking crew in sacks (4 �) and tackles (79). That should provide some stability to this fantasy-worthy unit, which reaps the benefit of six games within the AFC West, which isn't loaded with otherworldly offensive talent, not to mention 2024 alignment with an NFC South team that was one of the league's lower scoring divisions last year.",DEF,KC,KC,,999.0,999.0,133.61
177,Detroit Lions,"The Lions' defense flashed at times during the 2023 season, showcasing some of their top young talent, but ultimately failed to finish inside the top 20. Part of that was their inability to generate sacks, ranking fourth in QB pressures but 23rd in sacks. The most glaring problem was their secondary, giving up the sixth-most yards and passing touchdowns and second-most yards per pass attempt. They added Carlton Davis III in a trade with the Bucs and drafted two top-tier CBs in Terrion Arnold (Alabama) and Ennis Rakestraw Jr. (Missouri). That shores up a major hole and makes the Lions an attractive top 15 fantasy defense in 2024.",DEF,DET,DET,,999.0,999.0,122.03999999999999
178,Harrison Butker,"After missing four games due to an ankle injury in 2022 and posting his worst field goal accuracy numbers of his NFL career, Butker rebounded in a big way for the eventual Super Bowl champions. He set a personal best with his 94.3% field goal success rate, and was a perfect 12-for-12 on his attempts of 40 yards or greater. Butker returns as the placekicker for one of the game's most potent offenses, a prerequisite for the position, which makes him one of the top options in the draft.",K,4227,KC,,999.0,999.0,162.65000000000003
179,Brandon Aubrey,"The NFL's leading scorer last season with 157 points and 180 fantasy points, Aubrey's story is quite unprecedented. He played soccer at Notre Dame and two seasons of Major League Soccer before becoming a traditional kicker in the USFL. The Cowboys took a chance and enjoyed a league-leading 36 field goals, including an NFL-record 35 straight to begin his career, and an historic 10-of-10 from 50 yards and beyond. Aubrey didn't miss a field goal until Week 18. Dallas figures to boast one of the top volume offenses again, and Aubrey should see ample opportunities for extra points and field goals. Make him one of the first kickers off your draft board, if not the first.",K,11533,DAL,,999.0,999.0,157.06
180,Justin Tucker,"One of the league's most consistent placekickers, with the leg strength to drive the ball on deeper attempts, Tucker logged 155 fantasy points last season (second most in the league), while converting on 86.5% of field goals and hitting 98.1% of his extra point attempts. Surprisingly, Tucker struggled from 50-plus yards in 2023, converting just one of five attempts. Given his track record, however, plus the opportunities he will get from Baltimore's prolific offense, Tucker remains a top-five fantasy kicker.",K,1264,BAL,,999.0,999.0,164.04999999999998
181,Jake Elliott,"Elliott's seventh NFL season was his most accurate, and it included a career-best seven field goals of 50 yards or more. Elliott also reached 44 extra points made for the third consecutive season, a stretch no other kicker can match. The eighth-most accurate kicker on field goals all time, Elliott doesn't always get the volume of his peers, thanks to Philadelphia's red zone efficiency and desire to go for it (and succeed) on fourth downs. He signed a four-year contract extension and figures to be one of the most reliable, safe kickers in the sport yet again. Elliott won't be the first kicker off the board, but he definitely belongs in the top 10.",K,4195,PHI,,999.0,999.0,139.62
182,Greg Zuerlein,"Zuerlein enters his third season with the Jets. He made 35 of 38 field goals last season, his most accurate campaign (92.1%) since 2017. The Jets struggled without Aaron Rodgers under center, finishing the season ranked 31st in total yards and 29th in points scored per game. With Rodgers back under center in 2024, the Jets should be much better on offense, which will give Zuerlein a considering higher scoring floor. He should be viewed as a top-10 fantasy kicker.",K,1266,NYJ,,999.0,999.0,145.32999999999998
183,Ka'imi Fairbairn,"A gifted kicker entering his eighth season with the Texans, Fairbairn was limited to a dozen regular-season games last season due to a quad injury. While active, he averaged 2.3 field goal attempts per game, a pace that would have seen him finish third in the NFL had he sustained it over a full 17-game schedule. Of the 33 kickers with at least 17 field goal attempts last season, Fairbairn's 96.7% conversion clip rated second only to Nick Folk. Tied to an ascendant Houston offense and with a leg that merits trust from all over the field from his coaching staff, it makes sense to consider Fairbairn among the better fantasy options at this often fickle position.",K,3451,HOU,,999.0,999.0,145.54000000000002
184,Evan McPherson,"McPherson converted 83.9% of field goal attempts last season, while hitting seven of 12 from 50-plus yards. He was perfect on extra points and he finished the season with 135 fantasy points. With a healthy Joe Burrow back to lead an explosive Bengals offense, McPherson should produce top-10 numbers this season.",K,7839,CIN,,999.0,999.0,156.95
185,Jake Moody,"Moody gained notoriety after converting all 148 extra points at Michigan, eventually becoming the first kicker selected in the 2023 NFL draft. The heir to Robbie Gould's uprights, Moody made good on 21 of 25 field goal attempts (84%) while nailing all but one extra point (60 of 61 attempts) during his rookie campaign. Tied to an elite scoring offense, Moody is capable of posting top-five fantasy numbers at the position.",K,10937,SF,,999.0,999.0,148.98
186,Cameron Dicker,"Dicker has been quite a find for the Chargers, who scooped him up off waivers in mid-2022. In 28 games, he has converted all but three field goal attempts, including a perfect 45-for-45 on kicks shorter than 50 yards, and he hasn't missed any of his 59 extra-point attempts. Dicker was seventh in total fantasy points and ninth in top-10 weekly performances in 2023. He'll serve in the same capacity in 2024, for a run-heavy Chargers offense that might find itself in an advantageous number of field goal situations. Dicker's offense might lead to some weekly scoring inconsistency, but he's a solid pick once the kickers from higher-powered offenses are off the board.",K,8259,LAC,,999.0,999.0,140.0
187,Cairo Santos,"Santos returns as the Bears' kicker after finishing as the third-best kicker in fantasy in 2023. Santos has made better than 90% of his FGs in three of his past four seasons, showcasing his consistency. The Bears used the No. 1 overall pick on Caleb Williams and have put a plethora of talent around him, hoping to ignite their offense. But growing pains should be expected, so Santos may have some additional opportunities. It's not a foregone conclusion, but the Bears are set up to be a more potent offense in 2024, which makes Santos a fringe starting kicker in fantasy.",K,2020,CHI,,999.0,999.0,137.06
188,Younghoe Koo,"Koo tied Justin Tucker for eighth in the NFL with 32 field goals made last season for an underwhelming Falcons offense, which kept Koo outside of the top 15 in fantasy points at the position. He remains one of the most accurate kickers in history (88.5%), and the Falcons will have a much different look offensively this season with Raheem Morris as the new head coach and Kirk Cousins starting at quarterback. That should trickle down to Koo, who is a safe bet for a top-12 season and the upside of the top five.",K,4666,ATL,,999.0,999.0,149.48999999999998
189,Juwan Johnson,"Johnson is back for his fifth season with the Saints. The converted wide receiver generated a lot of preseason hype prior to 2023, but struggled out of the gate and battled injuries for a large chunk of the campaign. He did get rolling late in the season (TD in three straight games spanning Weeks 15-17), but still ended up with fewer targets, receptions, yards and TDs than he had during a breakout 2023. The 27 year old has had a knack for finding the end zone (15 TDs over the last three seasons is tied for seventh most among TEs) and remains atop the depth chart, but a lack of high-end volume limits him to TE2 territory.",TE,7002,NO,,154.0,22.0,86.08
190,Josh Downs,"In a modern NFL rife with three-receiver sets, being deemed a slot maven isn't nearly as limiting as it once was. Downs, for instance, enters his second season building on a strong rookie showing that included finishing seventh in total fantasy points among first-year receivers in what was a strong class for the position. Designation as a slot option doesn't disqualify Downs' potential to help fantasy managers at times in 2024, but it could signal a less exciting upper-end of outcomes. Three-quarters of his routes came from a slot alignment as a rookie, and it's likely we see similar deployment for the smaller receiver in his second campaign. With a limited ceiling and likely to miss a game or two early on due to injury, Downs can be targeted in the later rounds of drafts.",WR,9500,IND,,150.0,64.0,150.58
191,Clyde Edwards-Helaire,"Edwards-Helaire was the first running back off the board in the 2020 NFL draft, but his stock has gone in the wrong direction in each of his four pro seasons. In 2023, his transformation into supporting cast member was complete: he averaged 4.7 fantasy points per game, 14.6 offensive snaps and 5.8 touches, and he scored in double figures only twice (Weeks 3 and 15). Re-signed as a free agent, Edwards-Helaire should serve as the Chiefs' insurance policy against an Isiah Pacheco injury, which is also his primary utility in fantasy leagues. It's possible that, in games the team dominates, both backs could deliver meaningful fantasy stats, but there's no reason otherwise to expect a significant career rebirth from Edwards-Helaire.",RB,6820,KC,,,,
192,Samaje Perine,"Last year, Perine was added as a pass-catching back and insurance policy in case Javonte Williams wasn't ready to return from ACL surgery. Perine proved more useful in the former department, placing 14th among running backs in receptions while only being called upon to start in an injured Williams' stead in Week 5, a week in which Perine scored a modest 11.5 fantasy points. He is probably destined for a mere pass-catching role for 2024, now that Williams is another year removed from surgery. In addition, sophomore Jaleel McLaughlin excelled in a pinch-hitting role last season, and the team drafted Audric Estim� for added depth. Consider Perine bench fodder in PPR leagues.",RB,4147,KC,,240.0,66.0,48.62999999999999
193,Matthew Stafford,"Two years removed from a Super Bowl victory and a top-six fantasy finish, Stafford managed a mostly healthy 2023 season, in which he averaged nearly 16 fantasy points per contest. It was a comeback of sorts for the 36-year-old, who missed the final seven games of 2022 with a back injury and was without the pass-catching talents of Cooper Kupp to start 2023. A surprisingly effective performance from the offensive line, as well as the stunning emergence of Puka Nacua, helped Stafford regain his fantasy relevance. The vet heated up as the season progressed, recording five multi-touchdown performances between Weeks 11 and 17 (he registered just one such effort prior to the team's Week 10 bye). He heads into 2024 as an ideal QB2 and superflex target.",QB,421,LAR,,79.0,12.0,324.05999999999995
194,Bryce Young,"Young enters his second NFL season looking for a big leap forward after a rough rookie campaign. The Panthers ranked last in passing yards, total yards and points scored last season, leaving Young with a 23rd-place finish among QBs in fantasy points. Year 2 tends to be the breakout age for many quarterbacks, so hope remains, especially considering Young added some value with his legs (10th among QBs in rushing yards) and, more importantly, he has a new coaching staff (Dave Canales led Baker Mayfield to his best season in 2023) and better supporting cast (Diontae Johnson, Xavier Legette, Jonathon Brooks). Young may not join the fantasy elite in 2024, but progress is likely and he's well worth late-round consideration.",QB,9228,CAR,,151.0,26.0,260.12
195,Daniel Jones,"Jones was a surprise top-10 fantasy QB in 2022, thanks mostly to health and running prowess (seven TDs). The 2023 season hardly went as well. Jones tossed six interceptions in the first four games -- one more than he had the prior season over 16 games -- and then things got worse. He missed three games due to a neck injury, only to return briefly in Week 9 and tear his right ACL. Jones accounted for three touchdowns in six games, and the New York offense played better without him. He expects to be fully cleared for training camp, and his contract all but guarantees playing time. Fantasy managers should be mighty wary, even in superflex formats, and consider choosing at least 20 other quarterbacks first.",QB,5870,NYG,,149.0,25.0,279.08
196,Will Levis,"Levis is the incumbent starter for Tennessee heading into his second season. The front office spent the offseason seeking to support its young quarterback with a scaffolding built on proven veteran skill players. Levis topped 15 rushing yards just once in nine starts last season, and without much of a rushing resume in college, most of the fantasy value he develops will have to come from the pocket. A retooled offensive line and improved receiving corps work in his favor, but expectations remain tempered given his inexperience and a shaky first go in the NFL. This all reads like Levis makes for a fun, boom-or-bust, late-round investment for fantasy managers in deeper leagues.",QB,9999,TEN,,143.0,24.0,291.09999999999997
197,DJ Chark,"Chark signed with the Chargers after one-year stops in Detroit and, most recently, Carolina over the last two seasons. The 2018 second-round pick looked like a budding fantasy star when he posted a 73-1008-8 receiving line in 2019, but he's struggled with injuries (zero career full seasons) and hasn't cleared 35 receptions or 525 yards in a season since 2020. The 27 year old has a path to a major role in a wide open Los Angeles WR room that also includes Quentin Johnston, Josh Palmer and rookie Ladd McConkey, but the most likely outcome is that the targets will be too few and far between to allow consistent fantasy production. The shaky depth chart and presence of Justin Herbert is just enough to make Chark worth late-round consideration.",WR,4951,LAC,,177.0,73.0,86.03000000000002
198,Wan'Dale Robinson,"Robinson's second NFL season went twice as well statistically as his first, as the Kentucky product led the team in receptions. The problem is he was not a threat down the field, averaging 8.8 yards per catch. Robinson mainly handles slot duties, and if the Giants wish to give him more rushing opportunities like the 49ers' Deebo Samuel (Robinson scored a rushing touchdown in Week 17), then we are interested. Robinson earned nine rushes last season. Underwhelming quarterback play doesn't help, and the franchise investing in Malik Nabers early in Round 1 is a clear sign as well. Robinson is a former second-round pick the Giants would love to develop alongside Nabers, but the upside is muted, making him no more than a WR6.",WR,8126,NYG,,123.0,51.0,138.51000000000002
